dir,wav,model,mode,prompt_id,utmos,wer,sim
windows-cloning,mars5_cpu_p4.wav,mars5,cloning,4,1.3343,0.5000,0.0988
windows-cloning,mars5_cuda_p1.wav,mars5,cloning,1,1.4724,1.0000,0.0192
windows-cloning,mars5_cuda_p2.wav,mars5,cloning,2,1.2726,0.9474,-0.0791
windows-cloning,mars5_cuda_p3.wav,mars5,cloning,3,1.2689,0.9697,0.1398
windows-cloning,mars5_cuda_p4.wav,mars5,cloning,4,1.3314,0.5000,0.1240
windows-cloning,miratts_cuda_p1.wav,miratts,cloning,1,3.9120,0.0000,0.4794
windows-cloning,miratts_cuda_p2.wav,miratts,cloning,2,3.9193,0.2105,0.5685
windows-cloning,miratts_cuda_p3.wav,miratts,cloning,3,3.5850,0.1818,0.4235
windows-cloning,miratts_cuda_p4.wav,miratts,cloning,4,3.4885,0.3333,0.5487
windows-cloning,miso_cuda_p1.wav,miso,cloning,1,3.5039,1.0000,0.3932
windows-cloning,miso_cuda_p2.wav,miso,cloning,2,4.0542,0.1579,0.0304
windows-cloning,miso_cuda_p3.wav,miso,cloning,3,3.8698,0.5455,0.6027
windows-cloning,miso_cuda_p4.wav,miso,cloning,4,4.0105,0.2222,0.7353
windows-cloning,moss_tts_cuda_p1.wav,moss_tts,cloning,1,3.7037,0.0000,0.6754
windows-cloning,moss_tts_cuda_p2.wav,moss_tts,cloning,2,4.2835,0.0000,0.7801
windows-cloning,moss_tts_cuda_p3.wav,moss_tts,cloning,3,4.3397,0.1515,0.8686
windows-cloning,moss_tts_cuda_p4.wav,moss_tts,cloning,4,4.2980,0.0000,0.8112
windows-cloning,moss_tts_cuda_p5.wav,moss_tts,cloning,5,3.6723,0.0000,0.5197
windows-cloning,moss_tts_nano_cpu_p1.wav,moss_tts_nano,cloning,1,3.9833,0.0000,0.5591
windows-cloning,moss_tts_nano_cpu_p2.wav,moss_tts_nano,cloning,2,4.1008,0.0000,0.7447
windows-cloning,moss_tts_nano_cpu_p3.wav,moss_tts_nano,cloning,3,4.0451,0.2121,0.7720
windows-cloning,moss_tts_nano_cpu_p4.wav,moss_tts_nano,cloning,4,4.0141,0.1111,0.7344
windows-cloning,moss_tts_nano_cpu_p5.wav,moss_tts_nano,cloning,5,3.1664,0.5333,0.3159
windows-cloning,moss_tts_nano_cuda_p1.wav,moss_tts_nano,cloning,1,4.3198,0.0000,0.6987
windows-cloning,moss_tts_nano_cuda_p2.wav,moss_tts_nano,cloning,2,3.7770,0.0000,0.6723
windows-cloning,moss_tts_nano_cuda_p3.wav,moss_tts_nano,cloning,3,4.1684,0.2121,0.7397
windows-cloning,moss_tts_nano_cuda_p4.wav,moss_tts_nano,cloning,4,3.9179,0.3889,0.7413
windows-cloning,moss_tts_nano_cuda_p5.wav,moss_tts_nano,cloning,5,3.5661,0.1333,0.3556
windows-cloning,moss_tts_v15_cuda_p1.wav,moss_tts_v15,cloning,1,3.8115,0.0000,0.5574
windows-cloning,moss_tts_v15_cuda_p2.wav,moss_tts_v15,cloning,2,4.3589,0.0000,0.8249
windows-cloning,moss_tts_v15_cuda_p3.wav,moss_tts_v15,cloning,3,4.3576,0.2424,0.8236
windows-cloning,moss_tts_v15_cuda_p4.wav,moss_tts_v15,cloning,4,4.3415,0.0556,0.8342
windows-cloning,moss_tts_v15_cuda_p5.wav,moss_tts_v15,cloning,5,3.3810,0.0000,0.4538
windows-cloning,neutts_air_cpu_p1.wav,neutts_air,cloning,1,3.2506,1.0000,0.2428
windows-cloning,neutts_air_cpu_p2.wav,neutts_air,cloning,2,4.0912,0.3684,0.4583
windows-cloning,neutts_air_cpu_p3.wav,neutts_air,cloning,3,3.9006,0.3030,0.4760
windows-cloning,neutts_air_cpu_p4.wav,neutts_air,cloning,4,3.5258,0.2778,0.4588
windows-cloning,neutts_air_cuda_p1.wav,neutts_air,cloning,1,3.0501,0.8571,0.1365
windows-cloning,neutts_air_cuda_p2.wav,neutts_air,cloning,2,3.8786,1.0000,0.1481
windows-cloning,neutts_air_cuda_p3.wav,neutts_air,cloning,3,3.7165,0.3636,0.4632
windows-cloning,neutts_air_cuda_p4.wav,neutts_air,cloning,4,3.3952,0.0556,0.4452
windows-cloning,neutts_nano_cpu_p1.wav,neutts_nano,cloning,1,2.1529,0.8571,0.0195
windows-cloning,neutts_nano_cpu_p2.wav,neutts_nano,cloning,2,4.1574,0.7895,0.3404
windows-cloning,neutts_nano_cpu_p3.wav,neutts_nano,cloning,3,3.9807,0.3030,0.2602
windows-cloning,neutts_nano_cpu_p4.wav,neutts_nano,cloning,4,3.9420,0.1111,0.1924
windows-cloning,neutts_nano_cpu_p5.wav,neutts_nano,cloning,5,2.6537,1.0000,0.0787
windows-cloning,neutts_nano_cuda_p1.wav,neutts_nano,cloning,1,2.2114,0.8571,0.0791
windows-cloning,neutts_nano_cuda_p2.wav,neutts_nano,cloning,2,4.2044,0.7368,0.1914
windows-cloning,neutts_nano_cuda_p3.wav,neutts_nano,cloning,3,3.7989,0.3333,0.3964
windows-cloning,neutts_nano_cuda_p4.wav,neutts_nano,cloning,4,4.1180,0.7222,0.3016
windows-cloning,neutts_nano_cuda_p5.wav,neutts_nano,cloning,5,2.8126,0.4000,0.1281
windows-cloning,omnivoice_cpu_p1.wav,omnivoice,cloning,1,3.8699,0.0000,0.7245
windows-cloning,omnivoice_cpu_p2.wav,omnivoice,cloning,2,4.1445,0.0000,0.8480
windows-cloning,omnivoice_cpu_p3.wav,omnivoice,cloning,3,4.2617,0.1818,0.8587
windows-cloning,omnivoice_cpu_p4.wav,omnivoice,cloning,4,3.9764,0.2222,0.8650
windows-cloning,omnivoice_cpu_p5.wav,omnivoice,cloning,5,3.1785,0.0667,0.5243
windows-cloning,omnivoice_cuda_p1.wav,omnivoice,cloning,1,3.9705,0.0000,0.6820
windows-cloning,omnivoice_cuda_p2.wav,omnivoice,cloning,2,4.0489,0.0000,0.8219
windows-cloning,omnivoice_cuda_p3.wav,omnivoice,cloning,3,4.2153,0.3939,0.8846
windows-cloning,omnivoice_cuda_p4.wav,omnivoice,cloning,4,4.2714,0.1667,0.8836
windows-cloning,omnivoice_cuda_p5.wav,omnivoice,cloning,5,3.7016,0.0667,0.4830
windows-cloning,openvoice_cpu_p1.wav,openvoice,cloning,1,3.9240,0.0000,0.1853
windows-cloning,openvoice_cpu_p2.wav,openvoice,cloning,2,4.2349,0.0526,0.2456
windows-cloning,openvoice_cpu_p3.wav,openvoice,cloning,3,4.1235,0.2727,0.3223
windows-cloning,openvoice_cpu_p4.wav,openvoice,cloning,4,4.2482,0.1111,0.2659
windows-cloning,openvoice_cpu_p5.wav,openvoice,cloning,5,3.3002,0.0000,0.0452
windows-cloning,openvoice_cuda_p1.wav,openvoice,cloning,1,4.0092,0.0000,0.3035
windows-cloning,openvoice_cuda_p2.wav,openvoice,cloning,2,4.2611,0.0526,0.2763
windows-cloning,openvoice_cuda_p3.wav,openvoice,cloning,3,4.1567,0.2121,0.2964
windows-cloning,openvoice_cuda_p4.wav,openvoice,cloning,4,4.2422,0.1111,0.2792
windows-cloning,openvoice_cuda_p5.wav,openvoice,cloning,5,3.5698,0.0000,0.0795
windows-cloning,outetts_cuda_p1.wav,outetts,cloning,1,3.5732,0.0000,0.3870
windows-cloning,outetts_cuda_p2.wav,outetts,cloning,2,3.5772,0.1579,0.5205
windows-cloning,outetts_cuda_p3.wav,outetts,cloning,3,3.6679,0.2121,0.6018
windows-cloning,outetts_cuda_p4.wav,outetts,cloning,4,3.8604,0.2222,0.5726
windows-cloning,outetts_cuda_p5.wav,outetts,cloning,5,3.3088,0.1333,0.2459
windows-cloning,pocket_cpu_p1.wav,pocket,cloning,1,4.2161,0.0000,0.6016
windows-cloning,pocket_cpu_p2.wav,pocket,cloning,2,4.2507,0.0000,0.6046
windows-cloning,pocket_cpu_p3.wav,pocket,cloning,3,4.1288,0.2121,0.6298
windows-cloning,pocket_cpu_p4.wav,pocket,cloning,4,4.1631,0.0556,0.6369
windows-cloning,pocket_cpu_p5.wav,pocket,cloning,5,3.6183,0.0667,0.2736
windows-cloning,qwentts_fast_cuda_p1.wav,qwentts_fast,cloning,1,4.1296,0.0000,0.6172
windows-cloning,qwentts_fast_cuda_p2.wav,qwentts_fast,cloning,2,4.2471,0.0000,0.7262
windows-cloning,qwentts_fast_cuda_p3.wav,qwentts_fast,cloning,3,4.3648,0.1515,0.8548
windows-cloning,qwentts_fast_cuda_p4.wav,qwentts_fast,cloning,4,3.5225,0.1667,0.6241
windows-cloning,qwentts_fast_cuda_p5.wav,qwentts_fast,cloning,5,3.4267,0.0667,0.3211
windows-cloning,sesame_cpu_p1.wav,sesame,cloning,1,3.9652,0.0000,0.6811
windows-cloning,sesame_cpu_p2.wav,sesame,cloning,2,4.2034,0.0000,0.7746
windows-cloning,sesame_cpu_p3.wav,sesame,cloning,3,4.1218,0.5152,0.7420
windows-cloning,sesame_cpu_p4.wav,sesame,cloning,4,4.0705,0.1111,0.7718
windows-cloning,sesame_cuda_p1.wav,sesame,cloning,1,3.9706,0.0000,0.7056
windows-cloning,sesame_cuda_p2.wav,sesame,cloning,2,4.1369,0.0000,0.7497
windows-cloning,sesame_cuda_p3.wav,sesame,cloning,3,4.3344,0.6061,0.7135
windows-cloning,sesame_cuda_p4.wav,sesame,cloning,4,4.3285,0.1111,0.8120
windows-cloning,styletts2_cpu_p1.wav,styletts2,cloning,1,4.4266,0.0000,0.2595
windows-cloning,styletts2_cpu_p2.wav,styletts2,cloning,2,4.4529,0.0000,0.3214
windows-cloning,styletts2_cpu_p3.wav,styletts2,cloning,3,4.0775,0.1818,0.3295
windows-cloning,styletts2_cpu_p4.wav,styletts2,cloning,4,4.3563,0.2778,0.2789
windows-cloning,styletts2_cuda_p1.wav,styletts2,cloning,1,4.4266,0.0000,0.2595
windows-cloning,styletts2_cuda_p2.wav,styletts2,cloning,2,4.4529,0.0000,0.3214
windows-cloning,styletts2_cuda_p3.wav,styletts2,cloning,3,4.0775,0.1818,0.3295
windows-cloning,styletts2_cuda_p4.wav,styletts2,cloning,4,4.3563,0.2778,0.2789
windows-cloning,vibevoice_7b_cuda_p1.wav,vibevoice_7b,cloning,1,3.7319,0.0000,0.5889
windows-cloning,vibevoice_7b_cuda_p2.wav,vibevoice_7b,cloning,2,4.1981,0.0000,0.7454
windows-cloning,vibevoice_7b_cuda_p3.wav,vibevoice_7b,cloning,3,4.2368,0.0909,0.8326
windows-cloning,vibevoice_7b_cuda_p4.wav,vibevoice_7b,cloning,4,3.6920,0.1111,0.5153
windows-cloning,voxcpm_cpu_p1.wav,voxcpm,cloning,1,3.9154,0.0000,0.6291
windows-cloning,voxcpm_cpu_p2.wav,voxcpm,cloning,2,4.2439,0.0000,0.6004
windows-cloning,voxcpm_cpu_p3.wav,voxcpm,cloning,3,4.1345,0.1515,0.5883
windows-cloning,voxcpm_cpu_p4.wav,voxcpm,cloning,4,3.7496,0.1111,0.7248
windows-cloning,voxcpm_cpu_p5.wav,voxcpm,cloning,5,2.9177,0.0000,0.4329
windows-cloning,voxcpm_cuda_p1.wav,voxcpm,cloning,1,3.2928,0.0000,0.3982
windows-cloning,voxcpm_cuda_p2.wav,voxcpm,cloning,2,4.3002,0.0000,0.5851
windows-cloning,voxcpm_cuda_p3.wav,voxcpm,cloning,3,3.9951,0.0909,0.5838
windows-cloning,voxcpm_cuda_p4.wav,voxcpm,cloning,4,3.5112,0.1111,0.6665
windows-cloning,voxcpm_cuda_p5.wav,voxcpm,cloning,5,2.8793,0.0000,0.4318
windows-cloning,zipvoice_cpu_p1.wav,zipvoice,cloning,1,4.1595,0.0000,0.5561
windows-cloning,zipvoice_cpu_p2.wav,zipvoice,cloning,2,4.4216,0.0000,0.5353
windows-cloning,zipvoice_cpu_p3.wav,zipvoice,cloning,3,3.9904,0.1212,0.6042
windows-cloning,zipvoice_cpu_p4.wav,zipvoice,cloning,4,4.3837,0.1111,0.5770
windows-cloning,zipvoice_cpu_p5.wav,zipvoice,cloning,5,4.3180,0.0000,0.3813
windows-cloning,zipvoice_cuda_p1.wav,zipvoice,cloning,1,4.1901,0.0000,0.4361
windows-cloning,zipvoice_cuda_p2.wav,zipvoice,cloning,2,4.2122,0.0526,0.6229
windows-cloning,zipvoice_cuda_p4.wav,zipvoice,cloning,4,4.3393,0.1111,0.4603
windows-cloning,zipvoice_cuda_p5.wav,zipvoice,cloning,5,4.0216,0.0667,0.3354
windows-cloning,zonos_cpu_p1.wav,zonos,cloning,1,3.8145,0.2857,0.6352
windows-cloning,zonos_cpu_p2.wav,zonos,cloning,2,3.7649,0.0526,0.7858
windows-cloning,zonos_cpu_p3.wav,zonos,cloning,3,4.2231,0.2121,0.7136
windows-cloning,zonos_cpu_p4.wav,zonos,cloning,4,4.1836,0.1111,0.7952
windows-cloning,zonos_cpu_p5.wav,zonos,cloning,5,3.1450,0.0667,0.5107
windows-cloning,zonos_cuda_p1.wav,zonos,cloning,1,4.2073,0.0000,0.6429
windows-cloning,zonos_cuda_p2.wav,zonos,cloning,2,4.1104,0.0000,0.7278
windows-cloning,zonos_cuda_p3.wav,zonos,cloning,3,4.2565,0.2121,0.7383
windows-cloning,zonos_cuda_p4.wav,zonos,cloning,4,4.1103,0.1111,0.7666
windows-cloning,zonos_cuda_p5.wav,zonos,cloning,5,3.1814,0.0667,0.4108
windows-default,chatterbox_cpu_p1.wav,chatterbox,default,1,4.3991,0.0000,
windows-default,chatterbox_cpu_p2.wav,chatterbox,default,2,4.4254,0.0000,
windows-default,chatterbox_cpu_p3.wav,chatterbox,default,3,4.4799,0.1818,
windows-default,chatterbox_cpu_p4.wav,chatterbox,default,4,4.4153,0.0556,
windows-default,chatterbox_cuda_p1.wav,chatterbox,default,1,4.4303,0.0000,
windows-default,chatterbox_cuda_p2.wav,chatterbox,default,2,4.3600,0.0000,
windows-default,chatterbox_cuda_p3.wav,chatterbox,default,3,4.4645,0.2424,
windows-default,chatterbox_cuda_p4.wav,chatterbox,default,4,4.4358,0.0000,
windows-default,chatterbox_turbo_cpu_p1.wav,chatterbox_turbo,default,1,4.3785,0.0000,
windows-default,chatterbox_turbo_cpu_p2.wav,chatterbox_turbo,default,2,4.4493,0.0000,
windows-default,chatterbox_turbo_cpu_p3.wav,chatterbox_turbo,default,3,4.3210,0.1515,
windows-default,chatterbox_turbo_cpu_p4.wav,chatterbox_turbo,default,4,4.4523,0.1111,
windows-default,chatterbox_turbo_cuda_p1.wav,chatterbox_turbo,default,1,4.2134,0.0000,
windows-default,chatterbox_turbo_cuda_p2.wav,chatterbox_turbo,default,2,4.3281,0.0000,
windows-default,chatterbox_turbo_cuda_p3.wav,chatterbox_turbo,default,3,4.3553,0.2424,
windows-default,chatterbox_turbo_cuda_p4.wav,chatterbox_turbo,default,4,4.1979,0.0556,
windows-default,coqui_cpu_p1.wav,coqui,default,1,3.9342,0.1429,
windows-default,coqui_cpu_p2.wav,coqui,default,2,4.4401,0.0000,
windows-default,coqui_cpu_p3.wav,coqui,default,3,3.9524,0.1515,
windows-default,coqui_cpu_p4.wav,coqui,default,4,3.9945,0.1667,
windows-default,coqui_cpu_p5.wav,coqui,default,5,3.2804,0.0000,
windows-default,coqui_cuda_p1.wav,coqui,default,1,4.2006,0.0000,
windows-default,coqui_cuda_p2.wav,coqui,default,2,3.9615,0.0000,
windows-default,coqui_cuda_p3.wav,coqui,default,3,4.2610,0.2121,
windows-default,coqui_cuda_p4.wav,coqui,default,4,4.3879,0.1111,
windows-default,coqui_cuda_p5.wav,coqui,default,5,3.4715,0.0000,
windows-default,dia_cuda_p1.wav,dia,default,1,1.3432,0.0000,
windows-default,dia_cuda_p2.wav,dia,default,2,1.2464,1.0000,
windows-default,dia_cuda_p3.wav,dia,default,3,3.7070,0.2121,
windows-default,dia_cuda_p4.wav,dia,default,4,3.2502,0.0556,
windows-default,dramabox_cuda_p1.wav,dramabox,default,1,4.1833,0.0000,
windows-default,dramabox_cuda_p2.wav,dramabox,default,2,4.4607,0.0000,
windows-default,dramabox_cuda_p3.wav,dramabox,default,3,4.2665,0.1515,
windows-default,dramabox_cuda_p4.wav,dramabox,default,4,4.3046,0.2222,
windows-default,echo_cuda_p1.wav,echo,default,1,4.0260,0.0000,
windows-default,echo_cuda_p2.wav,echo,default,2,4.3372,0.0000,
windows-default,echo_cuda_p3.wav,echo,default,3,4.3446,0.2424,
windows-default,echo_cuda_p4.wav,echo,default,4,4.1600,0.0556,
windows-default,f5tts_cpu_p1.wav,f5tts,default,1,4.1392,0.0000,
windows-default,f5tts_cpu_p2.wav,f5tts,default,2,3.7846,0.0000,
windows-default,f5tts_cpu_p3.wav,f5tts,default,3,3.9808,0.2424,
windows-default,f5tts_cpu_p4.wav,f5tts,default,4,4.2272,0.1667,
windows-default,f5tts_cuda_p1.wav,f5tts,default,1,4.0329,0.0000,
windows-default,f5tts_cuda_p2.wav,f5tts,default,2,3.9310,0.1053,
windows-default,f5tts_cuda_p3.wav,f5tts,default,3,3.9902,0.2121,
windows-default,f5tts_cuda_p4.wav,f5tts,default,4,4.3717,0.1111,
windows-default,fish_15_cpu_p1.wav,fish_15,default,1,3.5179,0.0000,
windows-default,fish_15_cpu_p2.wav,fish_15,default,2,4.0504,0.0000,
windows-default,fish_15_cpu_p3.wav,fish_15,default,3,3.9536,0.1515,
windows-default,fish_15_cpu_p4.wav,fish_15,default,4,3.6164,0.1111,
windows-default,fish_15_cpu_p5.wav,fish_15,default,5,3.2317,0.0000,
windows-default,fish_15_cuda_p1.wav,fish_15,default,1,3.8974,0.0000,
windows-default,fish_15_cuda_p2.wav,fish_15,default,2,4.1019,0.0000,
windows-default,fish_15_cuda_p3.wav,fish_15,default,3,3.7329,0.2727,
windows-default,fish_15_cuda_p4.wav,fish_15,default,4,3.8466,0.1667,
windows-default,fish_15_cuda_p5.wav,fish_15,default,5,3.0762,0.0000,
windows-default,indextts_cpu_p1.wav,indextts,default,1,4.3433,0.0000,
windows-default,indextts_cpu_p2.wav,indextts,default,2,4.1076,0.0000,
windows-default,indextts_cpu_p3.wav,indextts,default,3,3.5381,0.1818,
windows-default,indextts_cpu_p4.wav,indextts,default,4,4.4249,0.1667,
windows-default,indextts_cuda_p1.wav,indextts,default,1,4.4041,0.0000,
windows-default,indextts_cuda_p2.wav,indextts,default,2,4.3561,0.0526,
windows-default,indextts_cuda_p3.wav,indextts,default,3,3.9358,0.1818,
windows-default,indextts_cuda_p4.wav,indextts,default,4,4.3334,0.1111,
windows-default,kittentts_cpu_p1.wav,kittentts,default,1,3.4333,0.0000,
windows-default,kittentts_cpu_p2.wav,kittentts,default,2,3.5311,0.0000,
windows-default,kittentts_cpu_p3.wav,kittentts,default,3,4.0624,0.1515,
windows-default,kittentts_cpu_p4.wav,kittentts,default,4,3.6348,0.2222,
windows-default,kokoro_cpu_p1.wav,kokoro,default,1,4.4262,0.0000,
windows-default,kokoro_cpu_p2.wav,kokoro,default,2,4.5185,0.0000,
windows-default,kokoro_cpu_p3.wav,kokoro,default,3,4.5425,0.2121,
windows-default,kokoro_cpu_p4.wav,kokoro,default,4,4.5290,0.1111,
windows-default,kokoro_cpu_p5.wav,kokoro,default,5,3.4551,0.0000,
windows-default,kokoro_cuda_p1.wav,kokoro,default,1,4.4343,0.0000,
windows-default,kokoro_cuda_p2.wav,kokoro,default,2,4.5195,0.0000,
windows-default,kokoro_cuda_p3.wav,kokoro,default,3,4.5437,0.2121,
windows-default,kokoro_cuda_p4.wav,kokoro,default,4,4.5276,0.1111,
windows-default,kokoro_cuda_p5.wav,kokoro,default,5,3.4828,0.0000,
windows-default,magpie_cpu_p1.wav,magpie,default,1,4.3343,0.1429,
windows-default,magpie_cpu_p2.wav,magpie,default,2,4.0696,0.0000,
windows-default,magpie_cpu_p3.wav,magpie,default,3,4.4359,0.1818,
windows-default,magpie_cpu_p4.wav,magpie,default,4,4.4172,0.0556,
windows-default,magpie_cpu_p5.wav,magpie,default,5,3.5322,0.0000,
windows-default,magpie_cuda_p1.wav,magpie,default,1,4.1984,0.1429,
windows-default,magpie_cuda_p2.wav,magpie,default,2,4.4392,0.0000,
windows-default,magpie_cuda_p3.wav,magpie,default,3,4.4430,0.1818,
windows-default,magpie_cuda_p4.wav,magpie,default,4,4.4154,0.1111,
windows-default,magpie_cuda_p5.wav,magpie,default,5,3.4997,0.0000,
windows-default,mars5_cpu_p1.wav,mars5,default,1,3.6260,0.0000,
windows-default,mars5_cpu_p2.wav,mars5,default,2,4.2295,0.1053,
windows-default,mars5_cpu_p3.wav,mars5,default,3,1.5302,0.4545,
windows-default,mars5_cpu_p4.wav,mars5,default,4,4.1520,0.3889,
windows-default,mars5_cuda_p1.wav,mars5,default,1,4.0405,0.0000,
windows-default,mars5_cuda_p2.wav,mars5,default,2,4.3182,0.1053,
windows-default,mars5_cuda_p3.wav,mars5,default,3,1.5160,0.7273,
windows-default,mars5_cuda_p4.wav,mars5,default,4,4.2861,0.6111,
windows-default,maya1_cpu_p1.wav,maya1,default,1,4.3133,0.0000,
windows-default,maya1_cpu_p2.wav,maya1,default,2,4.5033,0.0000,
windows-default,maya1_cpu_p3.wav,maya1,default,3,4.4910,0.1212,
windows-default,maya1_cuda_p1.wav,maya1,default,1,4.4460,0.0000,
windows-default,maya1_cuda_p2.wav,maya1,default,2,4.4966,0.0000,
windows-default,maya1_cuda_p3.wav,maya1,default,3,4.5387,0.1515,
windows-default,maya1_cuda_p4.wav,maya1,default,4,4.4677,0.1111,
windows-default,melotts_cpu_p1.wav,melotts,default,1,3.6093,0.0000,
windows-default,melotts_cpu_p2.wav,melotts,default,2,3.8109,0.0526,
windows-default,melotts_cpu_p3.wav,melotts,default,3,3.7709,0.2121,
windows-default,melotts_cpu_p4.wav,melotts,default,4,3.4441,0.0556,
windows-default,melotts_cuda_p1.wav,melotts,default,1,3.2643,0.0000,
windows-default,melotts_cuda_p2.wav,melotts,default,2,3.6601,0.0526,
windows-default,melotts_cuda_p3.wav,melotts,default,3,3.8348,0.1818,
windows-default,melotts_cuda_p4.wav,melotts,default,4,3.5570,0.0556,
windows-default,miso_cuda_p1.wav,miso,default,1,4.1888,0.0000,
windows-default,miso_cuda_p2.wav,miso,default,2,4.3886,0.2632,
windows-default,miso_cuda_p3.wav,miso,default,3,4.2663,0.9697,
windows-default,miso_cuda_p4.wav,miso,default,4,4.0844,1.1111,
windows-default,moss_tts_cuda_p1.wav,moss_tts,default,1,4.0522,0.0000,
windows-default,moss_tts_cuda_p2.wav,moss_tts,default,2,4.4036,0.0000,
windows-default,moss_tts_cuda_p3.wav,moss_tts,default,3,4.2900,0.1515,
windows-default,moss_tts_cuda_p4.wav,moss_tts,default,4,4.3557,0.1111,
windows-default,moss_tts_cuda_p5.wav,moss_tts,default,5,3.5371,0.0000,
windows-default,moss_tts_nano_cpu_p1.wav,moss_tts_nano,default,1,3.8922,0.0000,
windows-default,moss_tts_nano_cpu_p2.wav,moss_tts_nano,default,2,3.8869,0.1579,
windows-default,moss_tts_nano_cpu_p3.wav,moss_tts_nano,default,3,4.2689,0.1515,
windows-default,moss_tts_nano_cpu_p4.wav,moss_tts_nano,default,4,3.8357,0.1667,
windows-default,moss_tts_nano_cpu_p5.wav,moss_tts_nano,default,5,3.1889,0.2667,
windows-default,moss_tts_nano_cuda_p1.wav,moss_tts_nano,default,1,4.2567,0.0000,
windows-default,moss_tts_nano_cuda_p2.wav,moss_tts_nano,default,2,4.2461,0.0000,
windows-default,moss_tts_nano_cuda_p3.wav,moss_tts_nano,default,3,4.0631,0.1515,
windows-default,moss_tts_nano_cuda_p4.wav,moss_tts_nano,default,4,4.1041,0.3333,
windows-default,moss_tts_nano_cuda_p5.wav,moss_tts_nano,default,5,3.2871,0.2000,
windows-default,moss_tts_v15_cuda_p1.wav,moss_tts_v15,default,1,3.6445,0.0000,
windows-default,moss_tts_v15_cuda_p2.wav,moss_tts_v15,default,2,4.3727,0.0000,
windows-default,moss_tts_v15_cuda_p3.wav,moss_tts_v15,default,3,4.2712,0.1515,
windows-default,moss_tts_v15_cuda_p4.wav,moss_tts_v15,default,4,4.1389,0.0556,
windows-default,moss_tts_v15_cuda_p5.wav,moss_tts_v15,default,5,3.8838,0.0000,
windows-default,neutts_air_cpu_p1.wav,neutts_air,default,1,4.0317,0.0000,
windows-default,neutts_air_cpu_p2.wav,neutts_air,default,2,4.1094,0.0000,
windows-default,neutts_air_cpu_p3.wav,neutts_air,default,3,3.8623,0.1212,
windows-default,neutts_air_cpu_p4.wav,neutts_air,default,4,4.2010,0.1667,
windows-default,neutts_air_cuda_p1.wav,neutts_air,default,1,4.1948,0.0000,
windows-default,neutts_air_cuda_p2.wav,neutts_air,default,2,4.1645,0.0526,
windows-default,neutts_air_cuda_p3.wav,neutts_air,default,3,3.8982,0.3030,
windows-default,neutts_air_cuda_p4.wav,neutts_air,default,4,3.7555,0.1111,
windows-default,neutts_nano_cpu_p1.wav,neutts_nano,default,1,4.0853,0.0000,
windows-default,neutts_nano_cpu_p2.wav,neutts_nano,default,2,3.6754,0.0526,
windows-default,neutts_nano_cpu_p3.wav,neutts_nano,default,3,3.6881,0.1818,
windows-default,neutts_nano_cpu_p4.wav,neutts_nano,default,4,4.1002,0.1111,
windows-default,neutts_nano_cpu_p5.wav,neutts_nano,default,5,3.0598,0.0000,
windows-default,neutts_nano_cuda_p1.wav,neutts_nano,default,1,3.2444,0.0000,
windows-default,neutts_nano_cuda_p2.wav,neutts_nano,default,2,4.2438,0.0000,
windows-default,neutts_nano_cuda_p3.wav,neutts_nano,default,3,3.8455,0.2727,
windows-default,neutts_nano_cuda_p4.wav,neutts_nano,default,4,3.6245,0.0556,
windows-default,neutts_nano_cuda_p5.wav,neutts_nano,default,5,2.9036,0.0000,
windows-default,omnivoice_cpu_p1.wav,omnivoice,default,1,4.2665,0.0000,
windows-default,omnivoice_cpu_p2.wav,omnivoice,default,2,3.7959,0.0000,
windows-default,omnivoice_cpu_p3.wav,omnivoice,default,3,4.3100,0.0606,
windows-default,omnivoice_cpu_p4.wav,omnivoice,default,4,3.7792,0.1667,
windows-default,omnivoice_cpu_p5.wav,omnivoice,default,5,3.6710,0.0000,
windows-default,omnivoice_cuda_p1.wav,omnivoice,default,1,4.1590,0.0000,
windows-default,omnivoice_cuda_p2.wav,omnivoice,default,2,4.3325,0.0000,
windows-default,omnivoice_cuda_p3.wav,omnivoice,default,3,4.4252,0.0909,
windows-default,omnivoice_cuda_p4.wav,omnivoice,default,4,4.1952,0.1111,
windows-default,omnivoice_cuda_p5.wav,omnivoice,default,5,3.4060,0.0000,
windows-default,openvoice_cpu_p1.wav,openvoice,default,1,3.8167,0.2857,
windows-default,openvoice_cpu_p2.wav,openvoice,default,2,4.2348,0.0526,
windows-default,openvoice_cpu_p3.wav,openvoice,default,3,3.9982,0.2121,
windows-default,openvoice_cpu_p4.wav,openvoice,default,4,3.9432,0.0556,
windows-default,openvoice_cpu_p5.wav,openvoice,default,5,3.5392,0.0000,
windows-default,openvoice_cuda_p1.wav,openvoice,default,1,3.9155,0.1429,
windows-default,openvoice_cuda_p2.wav,openvoice,default,2,4.3030,0.0526,
windows-default,openvoice_cuda_p3.wav,openvoice,default,3,3.7754,0.2727,
windows-default,openvoice_cuda_p4.wav,openvoice,default,4,4.2672,0.1111,
windows-default,openvoice_cuda_p5.wav,openvoice,default,5,3.3230,0.0000,
windows-default,outetts_cuda_p1.wav,outetts,default,1,4.4420,0.0000,
windows-default,outetts_cuda_p2.wav,outetts,default,2,4.4300,0.0000,
windows-default,outetts_cuda_p3.wav,outetts,default,3,4.4784,0.1818,
windows-default,outetts_cuda_p4.wav,outetts,default,4,4.4544,0.1667,
windows-default,outetts_cuda_p5.wav,outetts,default,5,4.1234,0.0000,
